Participant,Dimension,Item,Reponse
20,Conditions Facilitantes,CF2,3
20,Conditions Facilitantes,CF3,1
20,Conditions Facilitantes,CF4,4
20,Conditions Facilitantes,CF5,4
20,Conditions Facilitantes,CF6,4
20,Conditions Facilitantes,CF7,4
20,Conditions Facilitantes,CF8,3
20,Attente Face Effort,AFE1,4
20,Attente Face Effort,AFE2,3
20,Attente Face Effort,AFE4,4
20,Attente Face Effort,AFE5,2
20,Attente Face Performance,APF1,3
20,Attente Face Performance,APF2,3
20,Attente Face Performance,APF3,4
20,Attente Face Performance,APF4,4
20,Attente Face Performance,APF5,4
20,Attente Face Performance,APF6,4
20,Image Esperee ID Pro,IEIP1,4
20,Image Esperee ID Pro,IEIP2,4
20,Image Esperee ID Pro,IEIP3,4
20,Image Esperee ID Pro,IEIP4,1
20,Motivation,MOT1,3
20,Motivation,MOT2,3
20,Motivation,MOT3,4
20,Motivation,MOT4,4
20,Motivation,MOT5,4
20,Motivation,MOT6,4
20,Motivation,MOT7,4
20,Motivation,MOT8,4
20,Motivation,MOT9,4
20,Intention Adoption,INTU1,3
21,Leadership,LDS2,1
21,Leadership,LDS3,3
21,Leadership,LDS4,3
21,Leadership,LDS5,1
21,Leadership,LDS6,5
21,Normes Subjectives,NSUB1,4
21,Normes Subjectives,NSUB2,3
21,Normes Subjectives,NSUB3,4
21,Normes Subjectives,NSUB4,1
21,Normes Subjectives,NSUB5,5
21,Conditions Facilitantes,CF1,3
21,Conditions Facilitantes,CF2,2
21,Conditions Facilitantes,CF3,1
21,Conditions Facilitantes,CF4,5
21,Conditions Facilitantes,CF5,5
21,Conditions Facilitantes,CF6,3
21,Conditions Facilitantes,CF7,4
21,Conditions Facilitantes,CF8,4
21,Attente Face Effort,AFE1,3
21,Attente Face Effort,AFE2,3
21,Attente Face Effort,AFE4,5
21,Attente Face Effort,AFE5,1
21,Attente Face Performance,APF1,1
21,Attente Face Performance,APF2,1
21,Attente Face Performance,APF3,5
21,Attente Face Performance,APF4,5
21,Attente Face Performance,APF5,3
21,Attente Face Performance,APF6,1
21,Image Esperee ID Pro,IEIP1,4
21,Image Esperee ID Pro,IEIP2,5
21,Image Esperee ID Pro,IEIP3,3
21,Image Esperee ID Pro,IEIP4,1
21,Motivation,MOT1,4
21,Motivation,MOT2,3
21,Motivation,MOT3,5
21,Motivation,MOT4,5
21,Motivation,MOT5,4
21,Motivation,MOT6,5
21,Motivation,MOT7,4
21,Motivation,MOT8,5
21,Motivation,MOT9,5
21,Intention Adoption,INTU1,3
22,Leadership,LDS2,4
22,Leadership,LDS3,3
22,Leadership,LDS4,1
22,Leadership,LDS5,2
22,Leadership,LDS6,2
22,Normes Subjectives,NSUB1,3
22,Normes Subjectives,NSUB2,2
22,Normes Subjectives,NSUB3,2
22,Normes Subjectives,NSUB4,4
22,Normes Subjectives,NSUB5,2
22,Conditions Facilitantes,CF1,2
22,Conditions Facilitantes,CF2,2
22,Conditions Facilitantes,CF3,2
22,Conditions Facilitantes,CF4,4
22,Conditions Facilitantes,CF5,4
22,Conditions Facilitantes,CF6,4
22,Conditions Facilitantes,CF7,2
22,Conditions Facilitantes,CF8,2
22,Attente Face Effort,AFE1,4
22,Attente Face Effort,AFE2,4
22,Attente Face Effort,AFE4,5
22,Attente Face Effort,AFE5,4
22,Attente Face Performance,APF1,4
22,Attente Face Performance,APF2,4
22,Attente Face Performance,APF3,5
22,Attente Face Performance,APF4,4
22,Attente Face Performance,APF5,2
22,Attente Face Performance,APF6,4
22,Image Esperee ID Pro,IEIP1,4
22,Image Esperee ID Pro,IEIP2,4
22,Image Esperee ID Pro,IEIP3,4
22,Image Esperee ID Pro,IEIP4,4
22,Motivation,MOT1,4
22,Motivation,MOT2,4
22,Motivation,MOT3,4
22,Motivation,MOT4,4
22,Motivation,MOT5,4
22,Motivation,MOT6,3
22,Motivation,MOT7,4
22,Motivation,MOT8,4
22,Motivation,MOT9,4
22,Intention Adoption,INTU1,4
23,Leadership,LDS2,4
23,Leadership,LDS3,4
23,Leadership,LDS4,4
23,Leadership,LDS5,3
23,Leadership,LDS6,3
23,Normes Subjectives,NSUB1,5
23,Normes Subjectives,NSUB2,2
23,Normes Subjectives,NSUB3,5
23,Normes Subjectives,NSUB4,4
23,Normes Subjectives,NSUB5,5
23,Conditions Facilitantes,CF1,5
23,Conditions Facilitantes,CF2,2
23,Conditions Facilitantes,CF3,3
23,Conditions Facilitantes,CF4,5
23,Conditions Facilitantes,CF5,5
23,Conditions Facilitantes,CF6,4
23,Conditions Facilitantes,CF7,5
23,Conditions Facilitantes,CF8,4
23,Attente Face Effort,AFE1,5
23,Attente Face Effort,AFE2,3
23,Attente Face Effort,AFE4,4
23,Attente Face Effort,AFE5,4
23,Attente Face Performance,APF1,5
23,Attente Face Performance,APF2,3
23,Attente Face Performance,APF3,5
23,Attente Face Performance,APF4,5
23,Attente Face Performance,APF5,5
23,Attente Face Performance,APF6,3
23,Image Esperee ID Pro,IEIP1,5
23,Image Esperee ID Pro,IEIP2,5
23,Image Esperee ID Pro,IEIP3,5
23,Image Esperee ID Pro,IEIP4,3
23,Motivation,MOT1,4
23,Motivation,MOT2,4
23,Motivation,MOT3,5
23,Motivation,MOT4,5
23,Motivation,MOT5,5
23,Motivation,MOT6,5
23,Motivation,MOT7,5
23,Motivation,MOT8,5
23,Motivation,MOT9,5
23,Intention Adoption,INTU1,5
24,Leadership,LDS2,5
24,Leadership,LDS3,4
24,Leadership,LDS4,5
24,Leadership,LDS5,5
24,Leadership,LDS6,1
24,Normes Subjectives,NSUB1,4
24,Normes Subjectives,NSUB2,3
24,Normes Subjectives,NSUB3,1
24,Normes Subjectives,NSUB4,2
24,Normes Subjectives,NSUB5,5
24,Conditions Facilitantes,CF1,5
24,Conditions Facilitantes,CF2,3
24,Conditions Facilitantes,CF3,1
24,Conditions Facilitantes,CF4,4
24,Conditions Facilitantes,CF5,5
24,Conditions Facilitantes,CF6,5
24,Conditions Facilitantes,CF7,4
24,Conditions Facilitantes,CF8,3
24,Attente Face Effort,AFE1,4
24,Attente Face Effort,AFE2,2
24,Attente Face Effort,AFE4,2
24,Attente Face Effort,AFE5,2
24,Attente Face Performance,APF1,4
24,Attente Face Performance,APF2,5
24,Attente Face Performance,APF3,5
24,Attente Face Performance,APF4,5
24,Attente Face Performance,APF5,5
24,Attente Face Performance,APF6,5
24,Image Esperee ID Pro,IEIP1,4
24,Image Esperee ID Pro,IEIP2,5
24,Image Esperee ID Pro,IEIP3,5
24,Image Esperee ID Pro,IEIP4,1
24,Motivation,MOT1,5
24,Motivation,MOT2,4
24,Motivation,MOT3,5
24,Motivation,MOT4,5
24,Motivation,MOT5,5
24,Motivation,MOT6,5
24,Motivation,MOT7,5
24,Motivation,MOT8,5
24,Motivation,MOT9,5
24,Intention Adoption,INTU1,5
25,Leadership,LDS2,4
25,Leadership,LDS3,4
25,Leadership,LDS4,1
25,Leadership,LDS5,3
25,Leadership,LDS6,4
25,Normes Subjectives,NSUB1,5
25,Normes Subjectives,NSUB2,3
25,Normes Subjectives,NSUB3,2
25,Normes Subjectives,NSUB4,1
25,Normes Subjectives,NSUB5,2
25,Conditions Facilitantes,CF1,5
25,Conditions Facilitantes,CF2,3
25,Conditions Facilitantes,CF3,1
25,Conditions Facilitantes,CF4,5
25,Conditions Facilitantes,CF5,5
25,Conditions Facilitantes,CF6,5
25,Conditions Facilitantes,CF7,5
25,Conditions Facilitantes,CF8,2
25,Attente Face Effort,AFE1,5
25,Attente Face Effort,AFE2,5
25,Attente Face Effort,AFE4,5
25,Attente Face Effort,AFE5,3
25,Attente Face Performance,APF1,3
25,Attente Face Performance,APF2,3
25,Attente Face Performance,APF3,5
25,Attente Face Performance,APF4,5
25,Attente Face Performance,APF5,1
25,Attente Face Performance,APF6,3
25,Image Esperee ID Pro,IEIP1,5
25,Image Esperee ID Pro,IEIP2,5
25,Image Esperee ID Pro,IEIP3,5
25,Image Esperee ID Pro,IEIP4,5
25,Motivation,MOT1,3
25,Motivation,MOT2,1
25,Motivation,MOT3,5
25,Motivation,MOT4,1
25,Motivation,MOT5,5
25,Motivation,MOT6,5
25,Motivation,MOT7,5
25,Motivation,MOT8,5
25,Motivation,MOT9,5
25,Intention Adoption,INTU1,5
26,Leadership,LDS2,5
26,Leadership,LDS3,3
26,Leadership,LDS4,1
26,Leadership,LDS5,3
26,Leadership,LDS6,1
26,Normes Subjectives,NSUB1,2
26,Normes Subjectives,NSUB2,2
26,Normes Subjectives,NSUB3,2
26,Normes Subjectives,NSUB4,3
26,Normes Subjectives,NSUB5,5
26,Conditions Facilitantes,CF1,5
26,Conditions Facilitantes,CF2,2
26,Conditions Facilitantes,CF3,1
26,Conditions Facilitantes,CF4,5
26,Conditions Facilitantes,CF5,5
26,Conditions Facilitantes,CF6,5
26,Conditions Facilitantes,CF7,5
26,Conditions Facilitantes,CF8,5
26,Attente Face Effort,AFE1,5
26,Attente Face Effort,AFE2,3
26,Attente Face Effort,AFE4,5
26,Attente Face Effort,AFE5,5
26,Attente Face Performance,APF1,5
26,Attente Face Performance,APF2,5
26,Attente Face Performance,APF3,5
26,Attente Face Performance,APF4,5
26,Attente Face Performance,APF5,5
26,Attente Face Performance,APF6,5
26,Image Esperee ID Pro,IEIP1,5
26,Image Esperee ID Pro,IEIP2,5
26,Image Esperee ID Pro,IEIP3,5
26,Image Esperee ID Pro,IEIP4,3
26,Motivation,MOT1,5
26,Motivation,MOT2,5
26,Motivation,MOT3,5
26,Motivation,MOT4,5
26,Motivation,MOT5,5
26,Motivation,MOT6,5
26,Motivation,MOT7,5
26,Motivation,MOT8,5
26,Motivation,MOT9,5
26,Intention Adoption,INTU1,5
27,Leadership,LDS2,4
27,Leadership,LDS3,3
27,Leadership,LDS4,3
27,Leadership,LDS5,2
27,Leadership,LDS6,2
27,Normes Subjectives,NSUB1,3
27,Normes Subjectives,NSUB2,3
27,Normes Subjectives,NSUB3,2
27,Normes Subjectives,NSUB4,4
27,Normes Subjectives,NSUB5,4
27,Conditions Facilitantes,CF1,5
27,Conditions Facilitantes,CF2,2
27,Conditions Facilitantes,CF3,1
27,Conditions Facilitantes,CF4,5
27,Conditions Facilitantes,CF5,5
27,Conditions Facilitantes,CF6,3
27,Conditions Facilitantes,CF7,4
27,Conditions Facilitantes,CF8,4
27,Attente Face Effort,AFE1,5
27,Attente Face Effort,AFE2,4
27,Attente Face Effort,AFE4,4
27,Attente Face Effort,AFE5,4
27,Attente Face Performance,APF1,3
27,Attente Face Performance,APF2,3
27,Attente Face Performance,APF3,5
27,Attente Face Performance,APF4,5
27,Attente Face Performance,APF5,5
27,Attente Face Performance,APF6,4
27,Image Esperee ID Pro,IEIP1,5
27,Image Esperee ID Pro,IEIP2,5
27,Image Esperee ID Pro,IEIP3,4
27,Image Esperee ID Pro,IEIP4,1
27,Motivation,MOT1,3
27,Motivation,MOT2,4
27,Motivation,MOT3,4
27,Motivation,MOT4,3
27,Motivation,MOT5,5
27,Motivation,MOT6,4
27,Motivation,MOT7,5
27,Motivation,MOT8,5
27,Motivation,MOT9,4
27,Intention Adoption,INTU1,5
28,Leadership,LDS2,4
28,Leadership,LDS3,3
28,Leadership,LDS4,5
28,Leadership,LDS5,5
28,Leadership,LDS6,1
28,Normes Subjectives,NSUB1,4
28,Normes Subjectives,NSUB2,1
28,Normes Subjectives,NSUB3,5
28,Normes Subjectives,NSUB4,5
28,Normes Subjectives,NSUB5,5
28,Conditions Facilitantes,CF1,5
28,Conditions Facilitantes,CF2,1
28,Conditions Facilitantes,CF3,3
28,Conditions Facilitantes,CF4,5
28,Conditions Facilitantes,CF5,5
28,Conditions Facilitantes,CF6,5
28,Conditions Facilitantes,CF7,5
28,Conditions Facilitantes,CF8,5
28,Attente Face Effort,AFE1,5
28,Attente Face Effort,AFE2,5
28,Attente Face Effort,AFE4,5
28,Attente Face Effort,AFE5,5
28,Attente Face Performance,APF1,5
28,Attente Face Performance,APF2,5
28,Attente Face Performance,APF3,5
28,Attente Face Performance,APF4,5
28,Attente Face Performance,APF5,5
28,Attente Face Performance,APF6,5
28,Image Esperee ID Pro,IEIP1,5
28,Image Esperee ID Pro,IEIP2,5
28,Image Esperee ID Pro,IEIP3,5
28,Image Esperee ID Pro,IEIP4,5
28,Motivation,MOT1,5
28,Motivation,MOT2,5
28,Motivation,MOT3,5
28,Motivation,MOT4,1
28,Motivation,MOT5,5
28,Motivation,MOT6,5
28,Motivation,MOT7,5
28,Motivation,MOT8,5
28,Motivation,MOT9,5
28,Intention Adoption,INTU1,5
29,Leadership,LDS2,3
29,Leadership,LDS3,3
29,Leadership,LDS4,3
29,Leadership,LDS5,5
29,Leadership,LDS6,3
29,Normes Subjectives,NSUB1,3
29,Normes Subjectives,NSUB2,3
29,Normes Subjectives,NSUB3,3
29,Normes Subjectives,NSUB4,4
29,Normes Subjectives,NSUB5,5
29,Conditions Facilitantes,CF1,5
29,Conditions Facilitantes,CF2,5
29,Conditions Facilitantes,CF3,2
29,Conditions Facilitantes,CF4,5
29,Conditions Facilitantes,CF5,5
29,Conditions Facilitantes,CF6,4
29,Conditions Facilitantes,CF7,5
29,Conditions Facilitantes,CF8,3
29,Attente Face Effort,AFE1,3
29,Attente Face Effort,AFE2,3
29,Attente Face Effort,AFE4,4
29,Attente Face Effort,AFE5,5
29,Attente Face Performance,APF1,3
29,Attente Face Performance,APF2,3
29,Attente Face Performance,APF3,5
29,Attente Face Performance,APF4,4
29,Attente Face Performance,APF5,5
29,Attente Face Performance,APF6,3
29,Image Esperee ID Pro,IEIP1,5
29,Image Esperee ID Pro,IEIP2,5
29,Image Esperee ID Pro,IEIP3,5
29,Image Esperee ID Pro,IEIP4,3
29,Motivation,MOT1,4
29,Motivation,MOT2,4
29,Motivation,MOT3,4
29,Motivation,MOT4,5
29,Motivation,MOT5,5
29,Motivation,MOT6,5
29,Motivation,MOT7,5
29,Motivation,MOT8,5
29,Motivation,MOT9,5
29,Intention Adoption,INTU1,4
30,Leadership,LDS2,4
30,Leadership,LDS3,3
30,Leadership,LDS4,3
30,Leadership,LDS5,3
30,Leadership,LDS6,5
30,Normes Subjectives,NSUB1,3
30,Normes Subjectives,NSUB2,3
30,Normes Subjectives,NSUB3,4
30,Normes Subjectives,NSUB4,1
30,Normes Subjectives,NSUB5,4
30,Conditions Facilitantes,CF1,4
30,Conditions Facilitantes,CF2,2
30,Conditions Facilitantes,CF3,1
30,Conditions Facilitantes,CF4,5
30,Conditions Facilitantes,CF5,5
30,Conditions Facilitantes,CF6,3
30,Conditions Facilitantes,CF7,4
30,Conditions Facilitantes,CF8,4
30,Attente Face Effort,AFE1,5
30,Attente Face Effort,AFE2,4
30,Attente Face Effort,AFE4,5
30,Attente Face Effort,AFE5,2
30,Attente Face Performance,APF1,3
30,Attente Face Performance,APF2,2
30,Attente Face Performance,APF3,4
30,Attente Face Performance,APF4,4
30,Attente Face Performance,APF5,5
30,Attente Face Performance,APF6,3
30,Image Esperee ID Pro,IEIP1,4
30,Image Esperee ID Pro,IEIP2,5
30,Image Esperee ID Pro,IEIP3,1
30,Image Esperee ID Pro,IEIP4,3
30,Motivation,MOT1,3
30,Motivation,MOT2,4
30,Motivation,MOT3,5
30,Motivation,MOT4,3
30,Motivation,MOT5,4
30,Motivation,MOT6,5
30,Motivation,MOT7,5
30,Motivation,MOT8,5
30,Motivation,MOT9,5
30,Intention Adoption,INTU1,4
31,Leadership,LDS2,1
31,Leadership,LDS3,3
31,Leadership,LDS4,3
31,Leadership,LDS5,3
31,Leadership,LDS6,2
31,Normes Subjectives,NSUB1,2
31,Normes Subjectives,NSUB2,2
31,Normes Subjectives,NSUB3,3
31,Normes Subjectives,NSUB4,3
31,Normes Subjectives,NSUB5,4
31,Conditions Facilitantes,CF1,4
31,Conditions Facilitantes,CF2,4
31,Conditions Facilitantes,CF3,2
31,Conditions Facilitantes,CF4,4
31,Conditions Facilitantes,CF5,4
31,Conditions Facilitantes,CF6,2
31,Conditions Facilitantes,CF7,4
31,Conditions Facilitantes,CF8,4
31,Attente Face Effort,AFE1,3
31,Attente Face Effort,AFE2,2
31,Attente Face Effort,AFE4,5
31,Attente Face Effort,AFE5,4
31,Attente Face Performance,APF1,4
31,Attente Face Performance,APF2,3
31,Attente Face Performance,APF3,4
31,Attente Face Performance,APF4,5
31,Attente Face Performance,APF5,5
31,Attente Face Performance,APF6,4
31,Image Esperee ID Pro,IEIP1,5
31,Image Esperee ID Pro,IEIP2,4
31,Image Esperee ID Pro,IEIP3,4
31,Image Esperee ID Pro,IEIP4,3
31,Motivation,MOT1,4
31,Motivation,MOT2,5
31,Motivation,MOT3,5
31,Motivation,MOT4,3
31,Motivation,MOT5,4
31,Motivation,MOT6,5
31,Motivation,MOT7,4
31,Motivation,MOT8,5
31,Motivation,MOT9,4
31,Intention Adoption,INTU1,3
32,Leadership,LDS2,2
32,Leadership,LDS3,3
32,Leadership,LDS4,3
32,Leadership,LDS5,4
32,Leadership,LDS6,4
32,Normes Subjectives,NSUB1,4
32,Normes Subjectives,NSUB2,3
32,Normes Subjectives,NSUB3,2
32,Normes Subjectives,NSUB4,4
32,Normes Subjectives,NSUB5,2
32,Conditions Facilitantes,CF1,4
32,Conditions Facilitantes,CF2,4
32,Conditions Facilitantes,CF3,4
32,Conditions Facilitantes,CF4,4
32,Conditions Facilitantes,CF5,4
32,Conditions Facilitantes,CF6,3
32,Conditions Facilitantes,CF7,2
32,Conditions Facilitantes,CF8,4
32,Attente Face Effort,AFE1,3
32,Attente Face Effort,AFE2,3
32,Attente Face Effort,AFE4,4
32,Attente Face Effort,AFE5,4
32,Attente Face Performance,APF1,3
32,Attente Face Performance,APF2,3
32,Attente Face Performance,APF3,4
32,Attente Face Performance,APF4,4
32,Attente Face Performance,APF5,5
32,Attente Face Performance,APF6,3
32,Image Esperee ID Pro,IEIP1,4
32,Image Esperee ID Pro,IEIP2,4
32,Image Esperee ID Pro,IEIP3,3
32,Image Esperee ID Pro,IEIP4,5
32,Motivation,MOT1,3
32,Motivation,MOT2,4
32,Motivation,MOT3,4
32,Motivation,MOT4,4
32,Motivation,MOT5,4
32,Motivation,MOT6,4
32,Motivation,MOT7,4
32,Motivation,MOT8,4
32,Motivation,MOT9,4
32,Intention Adoption,INTU1,4
33,Leadership,LDS2,5
33,Leadership,LDS3,3
33,Leadership,LDS4,3
33,Leadership,LDS5,5
33,Leadership,LDS6,3
33,Normes Subjectives,NSUB1,4
33,Normes Subjectives,NSUB2,3
33,Normes Subjectives,NSUB3,1
33,Normes Subjectives,NSUB4,4
33,Normes Subjectives,NSUB5,1
33,Conditions Facilitantes,CF1,1
33,Conditions Facilitantes,CF2,3
33,Conditions Facilitantes,CF3,1
33,Conditions Facilitantes,CF4,2
33,Conditions Facilitantes,CF5,2
33,Conditions Facilitantes,CF6,3
33,Conditions Facilitantes,CF7,1
33,Conditions Facilitantes,CF8,1
33,Attente Face Effort,AFE1,3
33,Attente Face Effort,AFE2,3
33,Attente Face Effort,AFE4,5
33,Attente Face Effort,AFE5,5
33,Attente Face Performance,APF1,3
33,Attente Face Performance,APF2,3
33,Attente Face Performance,APF3,2
33,Attente Face Performance,APF4,5
33,Attente Face Performance,APF5,5
33,Attente Face Performance,APF6,3
33,Image Esperee ID Pro,IEIP1,5
33,Image Esperee ID Pro,IEIP2,1
33,Image Esperee ID Pro,IEIP3,2
33,Image Esperee ID Pro,IEIP4,5
33,Motivation,MOT1,1
33,Motivation,MOT2,3
33,Motivation,MOT3,3
33,Motivation,MOT4,1
33,Motivation,MOT5,3
33,Motivation,MOT6,5
33,Motivation,MOT7,3
33,Motivation,MOT8,5
33,Motivation,MOT9,1
33,Intention Adoption,INTU1,1
34,Leadership,LDS2,3
34,Leadership,LDS3,3
34,Leadership,LDS4,3
34,Leadership,LDS5,1
34,Leadership,LDS6,1
34,Normes Subjectives,NSUB1,3
34,Normes Subjectives,NSUB2,1
34,Normes Subjectives,NSUB3,1
34,Normes Subjectives,NSUB4,5
34,Normes Subjectives,NSUB5,5
34,Conditions Facilitantes,CF1,5
34,Conditions Facilitantes,CF2,1
34,Conditions Facilitantes,CF3,1
34,Conditions Facilitantes,CF4,5
34,Conditions Facilitantes,CF5,5
34,Conditions Facilitantes,CF6,5
34,Conditions Facilitantes,CF7,5
34,Conditions Facilitantes,CF8,5
34,Attente Face Effort,AFE1,5
34,Attente Face Effort,AFE2,3
34,Attente Face Effort,AFE4,5
34,Attente Face Effort,AFE5,5
34,Attente Face Performance,APF1,3
34,Attente Face Performance,APF2,3
34,Attente Face Performance,APF3,5
34,Attente Face Performance,APF4,5
34,Attente Face Performance,APF5,5
34,Attente Face Performance,APF6,3
34,Image Esperee ID Pro,IEIP1,5
34,Image Esperee ID Pro,IEIP2,5
34,Image Esperee ID Pro,IEIP3,5
34,Image Esperee ID Pro,IEIP4,1
34,Motivation,MOT1,5
34,Motivation,MOT2,5
34,Motivation,MOT3,5
34,Motivation,MOT4,5
34,Motivation,MOT5,5
34,Motivation,MOT6,5
34,Motivation,MOT7,5
34,Motivation,MOT8,5
34,Motivation,MOT9,5
34,Intention Adoption,INTU1,5
35,Leadership,LDS2,5
35,Leadership,LDS3,5
35,Leadership,LDS4,4
35,Leadership,LDS5,4
35,Leadership,LDS6,2
35,Normes Subjectives,NSUB1,4
35,Normes Subjectives,NSUB2,1
35,Normes Subjectives,NSUB3,1
35,Normes Subjectives,NSUB4,4
35,Normes Subjectives,NSUB5,4
35,Conditions Facilitantes,CF1,5
35,Conditions Facilitantes,CF2,4
35,Conditions Facilitantes,CF3,2
35,Conditions Facilitantes,CF4,5
35,Conditions Facilitantes,CF5,5
35,Conditions Facilitantes,CF6,3
35,Conditions Facilitantes,CF7,5
35,Conditions Facilitantes,CF8,5
35,Attente Face Effort,AFE1,3
35,Attente Face Effort,AFE2,3
35,Attente Face Effort,AFE4,5
35,Attente Face Effort,AFE5,5
35,Attente Face Performance,APF1,3
35,Attente Face Performance,APF2,2
35,Attente Face Performance,APF3,4
35,Attente Face Performance,APF4,4
35,Attente Face Performance,APF5,4
35,Attente Face Performance,APF6,5
35,Image Esperee ID Pro,IEIP1,5
35,Image Esperee ID Pro,IEIP2,4
35,Image Esperee ID Pro,IEIP3,4
35,Image Esperee ID Pro,IEIP4,2
35,Motivation,MOT1,4
35,Motivation,MOT2,4
35,Motivation,MOT3,5
35,Motivation,MOT4,3
35,Motivation,MOT5,4
35,Motivation,MOT6,5
35,Motivation,MOT7,5
35,Motivation,MOT8,5
35,Motivation,MOT9,5
35,Intention Adoption,INTU1,5
36,Leadership,LDS2,5
36,Leadership,LDS3,4
36,Leadership,LDS4,4
36,Leadership,LDS5,4
36,Leadership,LDS6,5
36,Normes Subjectives,NSUB1,4
36,Normes Subjectives,NSUB2,1
36,Normes Subjectives,NSUB3,1
36,Normes Subjectives,NSUB4,3
36,Normes Subjectives,NSUB5,4
36,Conditions Facilitantes,CF1,4
36,Conditions Facilitantes,CF2,4
36,Conditions Facilitantes,CF3,1
36,Conditions Facilitantes,CF4,5
36,Conditions Facilitantes,CF5,5
36,Conditions Facilitantes,CF6,3
36,Conditions Facilitantes,CF7,4
36,Conditions Facilitantes,CF8,2
36,Attente Face Effort,AFE1,5
36,Attente Face Effort,AFE2,2
36,Attente Face Effort,AFE4,5
36,Attente Face Effort,AFE5,2
36,Attente Face Performance,APF1,3
36,Attente Face Performance,APF2,1
36,Attente Face Performance,APF3,4
36,Attente Face Performance,APF4,5
36,Attente Face Performance,APF5,4
36,Attente Face Performance,APF6,3
36,Image Esperee ID Pro,IEIP1,5
36,Image Esperee ID Pro,IEIP2,5
36,Image Esperee ID Pro,IEIP3,3
36,Image Esperee ID Pro,IEIP4,2
36,Motivation,MOT1,2
36,Motivation,MOT2,4
36,Motivation,MOT3,4
36,Motivation,MOT4,2
36,Motivation,MOT5,4
36,Motivation,MOT6,5
36,Motivation,MOT7,3
36,Motivation,MOT8,5
36,Motivation,MOT9,5
36,Intention Adoption,INTU1,5
37,Leadership,LDS2,4
37,Leadership,LDS3,3
37,Leadership,LDS4,4
37,Leadership,LDS5,3
37,Leadership,LDS6,3
37,Normes Subjectives,NSUB1,4
37,Normes Subjectives,NSUB2,4
37,Normes Subjectives,NSUB3,2
37,Normes Subjectives,NSUB4,3
37,Normes Subjectives,NSUB5,4
37,Conditions Facilitantes,CF1,5
37,Conditions Facilitantes,CF2,1
37,Conditions Facilitantes,CF3,1
37,Conditions Facilitantes,CF4,5
37,Conditions Facilitantes,CF5,5
37,Conditions Facilitantes,CF6,5
37,Conditions Facilitantes,CF7,3
37,Conditions Facilitantes,CF8,4
37,Attente Face Effort,AFE1,5
37,Attente Face Effort,AFE2,1
37,Attente Face Effort,AFE4,5
37,Attente Face Effort,AFE5,3
37,Attente Face Performance,APF1,5
37,Attente Face Performance,APF2,4
37,Attente Face Performance,APF3,5
37,Attente Face Performance,APF4,5
37,Attente Face Performance,APF5,5
37,Attente Face Performance,APF6,4
37,Image Esperee ID Pro,IEIP1,4
37,Image Esperee ID Pro,IEIP2,5
37,Image Esperee ID Pro,IEIP3,5
37,Image Esperee ID Pro,IEIP4,3
37,Motivation,MOT1,5
37,Motivation,MOT2,5
37,Motivation,MOT3,5
37,Motivation,MOT4,3
37,Motivation,MOT5,4
37,Motivation,MOT6,5
37,Motivation,MOT7,4
37,Motivation,MOT8,5
37,Motivation,MOT9,5
37,Intention Adoption,INTU1,5
38,Leadership,LDS2,4
38,Leadership,LDS3,3
38,Leadership,LDS4,3
38,Leadership,LDS5,4
38,Leadership,LDS6,2
38,Normes Subjectives,NSUB1,4
38,Normes Subjectives,NSUB2,2
38,Normes Subjectives,NSUB3,3
38,Normes Subjectives,NSUB4,5
38,Normes Subjectives,NSUB5,4
38,Conditions Facilitantes,CF1,3
38,Conditions Facilitantes,CF2,2
38,Conditions Facilitantes,CF3,3
38,Conditions Facilitantes,CF4,5
38,Conditions Facilitantes,CF5,5
38,Conditions Facilitantes,CF6,4
38,Conditions Facilitantes,CF7,4
38,Conditions Facilitantes,CF8,4
38,Attente Face Effort,AFE1,3
38,Attente Face Effort,AFE2,3
38,Attente Face Effort,AFE4,4
38,Attente Face Effort,AFE5,3
38,Attente Face Performance,APF1,4
38,Attente Face Performance,APF2,3
38,Attente Face Performance,APF3,5
38,Attente Face Performance,APF4,4
38,Attente Face Performance,APF5,4
38,Attente Face Performance,APF6,4
38,Image Esperee ID Pro,IEIP1,4
38,Image Esperee ID Pro,IEIP2,5
38,Image Esperee ID Pro,IEIP3,5
38,Image Esperee ID Pro,IEIP4,3
38,Motivation,MOT1,4
38,Motivation,MOT2,4
38,Motivation,MOT3,4
38,Motivation,MOT4,3
38,Motivation,MOT5,4
38,Motivation,MOT6,5
