Participant,Dimension,Item,Reponse
93,Attente Face Effort,AFE1,4
93,Attente Face Effort,AFE2,3
93,Attente Face Effort,AFE4,4
93,Attente Face Effort,AFE5,4
93,Attente Face Performance,APF1,4
93,Attente Face Performance,APF2,4
93,Attente Face Performance,APF3,4
93,Attente Face Performance,APF4,4
93,Attente Face Performance,APF5,4
93,Attente Face Performance,APF6,4
93,Image Esperee ID Pro,IEIP1,4
93,Image Esperee ID Pro,IEIP2,5
93,Image Esperee ID Pro,IEIP3,4
93,Image Esperee ID Pro,IEIP4,2
93,Motivation,MOT1,2
93,Motivation,MOT2,4
93,Motivation,MOT3,4
93,Motivation,MOT4,4
93,Motivation,MOT5,4
93,Motivation,MOT6,4
93,Motivation,MOT7,4
93,Motivation,MOT8,5
93,Motivation,MOT9,4
93,Intention Adoption,INTU1,4
94,Leadership,LDS2,4
94,Leadership,LDS3,4
94,Leadership,LDS4,4
94,Leadership,LDS5,4
94,Leadership,LDS6,2
94,Normes Subjectives,NSUB1,4
94,Normes Subjectives,NSUB2,4
94,Normes Subjectives,NSUB3,4
94,Normes Subjectives,NSUB4,4
94,Normes Subjectives,NSUB5,4
94,Conditions Facilitantes,CF1,4
94,Conditions Facilitantes,CF2,2
94,Conditions Facilitantes,CF3,2
94,Conditions Facilitantes,CF4,4
94,Conditions Facilitantes,CF5,4
94,Conditions Facilitantes,CF6,4
94,Conditions Facilitantes,CF7,4
94,Conditions Facilitantes,CF8,4
94,Attente Face Effort,AFE1,4
94,Attente Face Effort,AFE2,4
94,Attente Face Effort,AFE4,4
94,Attente Face Effort,AFE5,4
94,Attente Face Performance,APF1,4
94,Attente Face Performance,APF2,3
94,Attente Face Performance,APF3,4
94,Attente Face Performance,APF4,4
94,Attente Face Performance,APF5,4
94,Attente Face Performance,APF6,4
94,Image Esperee ID Pro,IEIP1,4
94,Image Esperee ID Pro,IEIP2,4
94,Image Esperee ID Pro,IEIP3,4
94,Image Esperee ID Pro,IEIP4,2
94,Motivation,MOT1,4
94,Motivation,MOT2,4
94,Motivation,MOT3,4
94,Motivation,MOT4,4
94,Motivation,MOT5,4
94,Motivation,MOT6,4
94,Motivation,MOT7,4
94,Motivation,MOT8,4
94,Motivation,MOT9,4
94,Intention Adoption,INTU1,4
95,Leadership,LDS2,2
95,Leadership,LDS3,3
95,Leadership,LDS4,3
95,Leadership,LDS5,2
95,Leadership,LDS6,2
95,Normes Subjectives,NSUB1,4
95,Normes Subjectives,NSUB2,2
95,Normes Subjectives,NSUB3,2
95,Normes Subjectives,NSUB4,3
95,Normes Subjectives,NSUB5,3
95,Conditions Facilitantes,CF1,4
95,Conditions Facilitantes,CF2,4
95,Conditions Facilitantes,CF3,2
95,Conditions Facilitantes,CF4,5
95,Conditions Facilitantes,CF5,4
95,Conditions Facilitantes,CF6,4
95,Conditions Facilitantes,CF7,2
95,Conditions Facilitantes,CF8,4
95,Attente Face Effort,AFE1,3
95,Attente Face Effort,AFE2,2
95,Attente Face Effort,AFE4,4
95,Attente Face Effort,AFE5,4
95,Attente Face Performance,APF1,4
95,Attente Face Performance,APF2,4
95,Attente Face Performance,APF3,4
95,Attente Face Performance,APF4,4
95,Attente Face Performance,APF5,4
95,Attente Face Performance,APF6,2
95,Image Esperee ID Pro,IEIP1,5
95,Image Esperee ID Pro,IEIP2,4
95,Image Esperee ID Pro,IEIP3,2
95,Image Esperee ID Pro,IEIP4,2
95,Motivation,MOT1,3
95,Motivation,MOT2,3
95,Motivation,MOT3,5
95,Motivation,MOT4,2
95,Motivation,MOT5,2
95,Motivation,MOT6,4
95,Motivation,MOT7,4
95,Motivation,MOT8,4
95,Motivation,MOT9,5
95,Intention Adoption,INTU1,4
96,Leadership,LDS2,2
96,Leadership,LDS3,3
96,Leadership,LDS4,4
96,Leadership,LDS5,2
96,Leadership,LDS6,3
96,Normes Subjectives,NSUB1,3
96,Normes Subjectives,NSUB2,2
96,Normes Subjectives,NSUB3,2
96,Normes Subjectives,NSUB4,4
96,Normes Subjectives,NSUB5,4
96,Conditions Facilitantes,CF1,5
96,Conditions Facilitantes,CF2,3
96,Conditions Facilitantes,CF3,3
96,Conditions Facilitantes,CF4,4
96,Conditions Facilitantes,CF5,5
96,Conditions Facilitantes,CF6,4
96,Conditions Facilitantes,CF7,4
96,Conditions Facilitantes,CF8,2
96,Attente Face Effort,AFE1,3
96,Attente Face Effort,AFE2,2
96,Attente Face Effort,AFE4,4
96,Attente Face Effort,AFE5,4
96,Attente Face Performance,APF1,3
96,Attente Face Performance,APF2,4
96,Attente Face Performance,APF3,4
96,Attente Face Performance,APF4,4
96,Attente Face Performance,APF5,4
96,Attente Face Performance,APF6,4
96,Image Esperee ID Pro,IEIP1,4
96,Image Esperee ID Pro,IEIP2,4
96,Image Esperee ID Pro,IEIP3,4
96,Image Esperee ID Pro,IEIP4,4
96,Motivation,MOT1,4
96,Motivation,MOT2,4
96,Motivation,MOT3,4
96,Motivation,MOT4,4
96,Motivation,MOT5,4
96,Motivation,MOT6,4
96,Motivation,MOT7,4
96,Motivation,MOT8,4
96,Motivation,MOT9,4
96,Intention Adoption,INTU1,4
97,Leadership,LDS2,4
97,Leadership,LDS3,3
97,Leadership,LDS4,4
97,Leadership,LDS5,5
97,Leadership,LDS6,2
97,Normes Subjectives,NSUB1,4
97,Normes Subjectives,NSUB2,2
97,Normes Subjectives,NSUB3,2
97,Normes Subjectives,NSUB4,4
97,Normes Subjectives,NSUB5,4
97,Conditions Facilitantes,CF1,4
97,Conditions Facilitantes,CF2,3
97,Conditions Facilitantes,CF3,3
97,Conditions Facilitantes,CF4,5
97,Conditions Facilitantes,CF5,5
97,Conditions Facilitantes,CF6,3
97,Conditions Facilitantes,CF7,4
97,Conditions Facilitantes,CF8,4
97,Attente Face Effort,AFE1,3
97,Attente Face Effort,AFE2,3
97,Attente Face Effort,AFE4,4
97,Attente Face Effort,AFE5,4
97,Attente Face Performance,APF1,3
97,Attente Face Performance,APF2,3
97,Attente Face Performance,APF3,3
97,Attente Face Performance,APF4,5
97,Attente Face Performance,APF5,4
97,Attente Face Performance,APF6,3
97,Image Esperee ID Pro,IEIP1,5
97,Image Esperee ID Pro,IEIP2,4
97,Image Esperee ID Pro,IEIP3,3
97,Image Esperee ID Pro,IEIP4,4
97,Motivation,MOT1,3
97,Motivation,MOT2,4
97,Motivation,MOT3,4
97,Motivation,MOT4,3
97,Motivation,MOT5,4
97,Motivation,MOT6,5
97,Motivation,MOT7,4
97,Motivation,MOT8,5
97,Motivation,MOT9,4
97,Intention Adoption,INTU1,4
98,Leadership,LDS2,4
98,Leadership,LDS3,3
98,Leadership,LDS4,3
98,Leadership,LDS5,2
98,Leadership,LDS6,4
98,Normes Subjectives,NSUB1,4
98,Normes Subjectives,NSUB2,4
98,Normes Subjectives,NSUB3,4
98,Normes Subjectives,NSUB4,5
98,Normes Subjectives,NSUB5,4
98,Conditions Facilitantes,CF1,4
98,Conditions Facilitantes,CF2,4
98,Conditions Facilitantes,CF3,1
98,Conditions Facilitantes,CF4,5
98,Conditions Facilitantes,CF5,4
98,Conditions Facilitantes,CF6,5
98,Conditions Facilitantes,CF7,4
98,Conditions Facilitantes,CF8,4
98,Attente Face Effort,AFE1,4
98,Attente Face Effort,AFE2,3
98,Attente Face Effort,AFE4,4
98,Attente Face Effort,AFE5,3
98,Attente Face Performance,APF1,4
98,Attente Face Performance,APF2,4
98,Attente Face Performance,APF3,5
98,Attente Face Performance,APF4,5
98,Attente Face Performance,APF5,5
98,Attente Face Performance,APF6,4
98,Image Esperee ID Pro,IEIP1,4
98,Image Esperee ID Pro,IEIP2,5
98,Image Esperee ID Pro,IEIP3,5
98,Image Esperee ID Pro,IEIP4,2
98,Motivation,MOT1,4
98,Motivation,MOT2,4
98,Motivation,MOT3,4
98,Motivation,MOT4,4
98,Motivation,MOT5,4
98,Motivation,MOT6,4
98,Motivation,MOT7,4
98,Motivation,MOT8,5
98,Motivation,MOT9,4
98,Intention Adoption,INTU1,3
99,Leadership,LDS2,4
99,Leadership,LDS3,3
99,Leadership,LDS4,4
99,Leadership,LDS5,3
99,Leadership,LDS6,2
99,Normes Subjectives,NSUB1,4
99,Normes Subjectives,NSUB2,3
99,Normes Subjectives,NSUB3,1
99,Normes Subjectives,NSUB4,3
99,Normes Subjectives,NSUB5,5
99,Conditions Facilitantes,CF1,5
99,Conditions Facilitantes,CF2,2
99,Conditions Facilitantes,CF3,1
99,Conditions Facilitantes,CF4,5
99,Conditions Facilitantes,CF5,5
99,Conditions Facilitantes,CF6,4
99,Conditions Facilitantes,CF7,5
99,Conditions Facilitantes,CF8,4
99,Attente Face Effort,AFE1,5
99,Attente Face Effort,AFE2,2
99,Attente Face Effort,AFE4,5
99,Attente Face Effort,AFE5,5
99,Attente Face Performance,APF1,5
99,Attente Face Performance,APF2,4
99,Attente Face Performance,APF3,5
99,Attente Face Performance,APF4,5
99,Attente Face Performance,APF5,5
99,Attente Face Performance,APF6,5
99,Image Esperee ID Pro,IEIP1,5
99,Image Esperee ID Pro,IEIP2,5
99,Image Esperee ID Pro,IEIP3,5
99,Image Esperee ID Pro,IEIP4,4
99,Motivation,MOT1,5
99,Motivation,MOT2,4
99,Motivation,MOT3,5
99,Motivation,MOT4,5
99,Motivation,MOT5,5
99,Motivation,MOT6,5
99,Motivation,MOT7,5
99,Motivation,MOT8,5
99,Motivation,MOT9,5
99,Intention Adoption,INTU1,5
100,Leadership,LDS2,4
100,Leadership,LDS3,3
100,Leadership,LDS4,5
100,Leadership,LDS5,3
100,Leadership,LDS6,1
100,Normes Subjectives,NSUB1,3
100,Normes Subjectives,NSUB2,1
100,Normes Subjectives,NSUB3,5
100,Normes Subjectives,NSUB4,2
100,Normes Subjectives,NSUB5,5
100,Conditions Facilitantes,CF1,5
100,Conditions Facilitantes,CF2,4
100,Conditions Facilitantes,CF3,1
100,Conditions Facilitantes,CF4,5
100,Conditions Facilitantes,CF5,5
100,Conditions Facilitantes,CF6,5
100,Conditions Facilitantes,CF7,5
100,Conditions Facilitantes,CF8,5
100,Attente Face Effort,AFE1,5
100,Attente Face Effort,AFE2,2
100,Attente Face Effort,AFE4,5
100,Attente Face Effort,AFE5,3
100,Attente Face Performance,APF1,3
100,Attente Face Performance,APF2,5
100,Attente Face Performance,APF3,5
100,Attente Face Performance,APF4,5
100,Attente Face Performance,APF5,5
100,Attente Face Performance,APF6,4
100,Image Esperee ID Pro,IEIP1,5
100,Image Esperee ID Pro,IEIP2,5
100,Image Esperee ID Pro,IEIP3,5
100,Image Esperee ID Pro,IEIP4,1
100,Motivation,MOT1,5
100,Motivation,MOT2,5
100,Motivation,MOT3,5
100,Motivation,MOT4,5
100,Motivation,MOT5,5
100,Motivation,MOT6,5
100,Motivation,MOT7,5
100,Motivation,MOT8,5
100,Motivation,MOT9,5
100,Intention Adoption,INTU1,5
101,Leadership,LDS2,4
101,Leadership,LDS3,3
101,Leadership,LDS4,4
101,Leadership,LDS5,4
101,Leadership,LDS6,4
101,Normes Subjectives,NSUB1,4
101,Normes Subjectives,NSUB2,3
101,Normes Subjectives,NSUB3,4
101,Normes Subjectives,NSUB4,4
101,Normes Subjectives,NSUB5,4
101,Conditions Facilitantes,CF1,4
101,Conditions Facilitantes,CF2,2
101,Conditions Facilitantes,CF3,2
101,Conditions Facilitantes,CF4,5
101,Conditions Facilitantes,CF5,4
101,Conditions Facilitantes,CF6,3
101,Conditions Facilitantes,CF7,3
101,Conditions Facilitantes,CF8,4
101,Attente Face Effort,AFE1,3
101,Attente Face Effort,AFE2,3
101,Attente Face Effort,AFE4,5
101,Attente Face Effort,AFE5,4
101,Attente Face Performance,APF1,3
101,Attente Face Performance,APF2,2
101,Attente Face Performance,APF3,3
101,Attente Face Performance,APF4,3
101,Attente Face Performance,APF5,3
101,Attente Face Performance,APF6,3
101,Image Esperee ID Pro,IEIP1,5
101,Image Esperee ID Pro,IEIP2,4
101,Image Esperee ID Pro,IEIP3,4
101,Image Esperee ID Pro,IEIP4,4
101,Motivation,MOT1,3
101,Motivation,MOT2,5
101,Motivation,MOT3,3
101,Motivation,MOT4,4
101,Motivation,MOT5,4
101,Motivation,MOT6,5
101,Motivation,MOT7,4
101,Motivation,MOT8,5
101,Motivation,MOT9,5
101,Intention Adoption,INTU1,5
102,Leadership,LDS2,5
102,Leadership,LDS3,3
102,Leadership,LDS4,3
102,Leadership,LDS5,3
102,Leadership,LDS6,2
102,Normes Subjectives,NSUB1,4
102,Normes Subjectives,NSUB2,3
102,Normes Subjectives,NSUB3,2
102,Normes Subjectives,NSUB4,5
102,Normes Subjectives,NSUB5,5
102,Conditions Facilitantes,CF1,4
102,Conditions Facilitantes,CF2,3
102,Conditions Facilitantes,CF3,2
102,Conditions Facilitantes,CF4,5
102,Conditions Facilitantes,CF5,5
102,Conditions Facilitantes,CF6,3
102,Conditions Facilitantes,CF7,4
102,Conditions Facilitantes,CF8,4
102,Attente Face Effort,AFE1,2
102,Attente Face Effort,AFE2,1
102,Attente Face Effort,AFE4,5
102,Attente Face Effort,AFE5,3
102,Attente Face Performance,APF1,3
102,Attente Face Performance,APF2,4
102,Attente Face Performance,APF3,5
102,Attente Face Performance,APF4,5
102,Attente Face Performance,APF5,5
102,Attente Face Performance,APF6,4
102,Image Esperee ID Pro,IEIP1,5
102,Image Esperee ID Pro,IEIP2,4
102,Image Esperee ID Pro,IEIP3,4
102,Image Esperee ID Pro,IEIP4,2
102,Motivation,MOT1,4
102,Motivation,MOT2,4
102,Motivation,MOT3,4
102,Motivation,MOT4,3
102,Motivation,MOT5,4
102,Motivation,MOT6,4
102,Motivation,MOT7,4
102,Motivation,MOT8,5
102,Motivation,MOT9,4
102,Intention Adoption,INTU1,5
103,Leadership,LDS2,3
103,Leadership,LDS3,3
103,Leadership,LDS4,2
103,Leadership,LDS5,3
103,Leadership,LDS6,4
103,Normes Subjectives,NSUB1,3
103,Normes Subjectives,NSUB2,3
103,Normes Subjectives,NSUB3,4
103,Normes Subjectives,NSUB4,5
103,Normes Subjectives,NSUB5,5
103,Conditions Facilitantes,CF1,2
103,Conditions Facilitantes,CF2,2
103,Conditions Facilitantes,CF3,1
103,Conditions Facilitantes,CF4,5
103,Conditions Facilitantes,CF5,4
103,Conditions Facilitantes,CF6,2
103,Conditions Facilitantes,CF7,4
103,Conditions Facilitantes,CF8,4
103,Attente Face Effort,AFE1,1
103,Attente Face Effort,AFE2,2
103,Attente Face Effort,AFE4,2
103,Attente Face Effort,AFE5,2
103,Attente Face Performance,APF1,1
103,Attente Face Performance,APF2,1
103,Attente Face Performance,APF3,5
103,Attente Face Performance,APF4,5
103,Attente Face Performance,APF5,5
103,Attente Face Performance,APF6,1
103,Image Esperee ID Pro,IEIP1,2
103,Image Esperee ID Pro,IEIP2,4
103,Image Esperee ID Pro,IEIP3,4
103,Image Esperee ID Pro,IEIP4,2
103,Motivation,MOT1,4
103,Motivation,MOT2,5
103,Motivation,MOT3,5
103,Motivation,MOT4,4
103,Motivation,MOT5,3
103,Motivation,MOT6,5
103,Motivation,MOT7,4
103,Motivation,MOT8,5
103,Motivation,MOT9,4
103,Intention Adoption,INTU1,3
104,Leadership,LDS2,4
104,Leadership,LDS3,4
104,Leadership,LDS4,4
104,Leadership,LDS5,5
104,Leadership,LDS6,5
104,Normes Subjectives,NSUB1,4
104,Normes Subjectives,NSUB2,3
104,Normes Subjectives,NSUB3,3
104,Normes Subjectives,NSUB4,4
104,Normes Subjectives,NSUB5,3
104,Conditions Facilitantes,CF1,4
104,Conditions Facilitantes,CF2,4
104,Conditions Facilitantes,CF3,2
104,Conditions Facilitantes,CF4,4
104,Conditions Facilitantes,CF5,4
104,Conditions Facilitantes,CF6,4
104,Conditions Facilitantes,CF7,3
104,Conditions Facilitantes,CF8,3
104,Attente Face Effort,AFE1,4
104,Attente Face Effort,AFE2,3
104,Attente Face Effort,AFE4,3
104,Attente Face Effort,AFE5,4
104,Attente Face Performance,APF1,4
104,Attente Face Performance,APF2,3
104,Attente Face Performance,APF3,4
104,Attente Face Performance,APF4,5
104,Attente Face Performance,APF5,5
104,Attente Face Performance,APF6,3
104,Image Esperee ID Pro,IEIP1,5
104,Image Esperee ID Pro,IEIP2,5
104,Image Esperee ID Pro,IEIP3,3
104,Image Esperee ID Pro,IEIP4,3
104,Motivation,MOT1,3
104,Motivation,MOT2,4
104,Motivation,MOT3,4
104,Motivation,MOT4,3
104,Motivation,MOT5,3
104,Motivation,MOT6,5
104,Motivation,MOT7,5
104,Motivation,MOT8,5
104,Motivation,MOT9,4
104,Intention Adoption,INTU1,3
105,Leadership,LDS2,4
105,Leadership,LDS3,3
105,Leadership,LDS4,4
105,Leadership,LDS5,3
105,Leadership,LDS6,4
105,Normes Subjectives,NSUB1,4
105,Normes Subjectives,NSUB2,2
105,Normes Subjectives,NSUB3,2
105,Normes Subjectives,NSUB4,2
105,Normes Subjectives,NSUB5,2
105,Conditions Facilitantes,CF1,3
105,Conditions Facilitantes,CF2,4
105,Conditions Facilitantes,CF3,1
105,Conditions Facilitantes,CF4,5
105,Conditions Facilitantes,CF5,4
105,Conditions Facilitantes,CF6,4
105,Conditions Facilitantes,CF7,3
105,Conditions Facilitantes,CF8,4
105,Attente Face Effort,AFE1,2
105,Attente Face Effort,AFE2,2
105,Attente Face Effort,AFE4,2
105,Attente Face Effort,AFE5,3
105,Attente Face Performance,APF1,3
105,Attente Face Performance,APF2,2
105,Attente Face Performance,APF3,2
105,Attente Face Performance,APF4,5
105,Attente Face Performance,APF5,4
105,Attente Face Performance,APF6,2
105,Image Esperee ID Pro,IEIP1,5
105,Image Esperee ID Pro,IEIP2,3
105,Image Esperee ID Pro,IEIP3,2
105,Image Esperee ID Pro,IEIP4,4
105,Motivation,MOT1,3
105,Motivation,MOT2,3
105,Motivation,MOT3,5
105,Motivation,MOT4,3
105,Motivation,MOT5,3
105,Motivation,MOT6,4
105,Motivation,MOT7,5
105,Motivation,MOT8,5
105,Motivation,MOT9,4
105,Intention Adoption,INTU1,3
106,Leadership,LDS2,4
106,Leadership,LDS3,3
106,Leadership,LDS4,3
106,Leadership,LDS5,3
106,Leadership,LDS6,1
106,Normes Subjectives,NSUB1,4
106,Normes Subjectives,NSUB2,3
106,Normes Subjectives,NSUB3,1
106,Normes Subjectives,NSUB4,1
106,Normes Subjectives,NSUB5,3
106,Conditions Facilitantes,CF1,5
106,Conditions Facilitantes,CF2,1
106,Conditions Facilitantes,CF3,1
106,Conditions Facilitantes,CF4,5
106,Conditions Facilitantes,CF5,5
106,Conditions Facilitantes,CF6,5
106,Conditions Facilitantes,CF7,5
106,Conditions Facilitantes,CF8,5
106,Attente Face Effort,AFE1,3
106,Attente Face Effort,AFE2,3
106,Attente Face Effort,AFE4,5
106,Attente Face Effort,AFE5,5
106,Attente Face Performance,APF1,5
106,Attente Face Performance,APF2,3
106,Attente Face Performance,APF3,5
106,Attente Face Performance,APF4,5
106,Attente Face Performance,APF5,5
106,Attente Face Performance,APF6,5
106,Image Esperee ID Pro,IEIP1,5
106,Image Esperee ID Pro,IEIP2,3
106,Image Esperee ID Pro,IEIP3,5
106,Image Esperee ID Pro,IEIP4,3
106,Motivation,MOT1,5
106,Motivation,MOT2,5
106,Motivation,MOT3,5
106,Motivation,MOT4,3
106,Motivation,MOT5,5
106,Motivation,MOT6,5
106,Motivation,MOT7,5
106,Motivation,MOT8,5
106,Motivation,MOT9,5
106,Intention Adoption,INTU1,5
107,Leadership,LDS2,4
107,Leadership,LDS3,3
107,Leadership,LDS4,3
107,Leadership,LDS5,2
107,Leadership,LDS6,3
107,Normes Subjectives,NSUB1,4
107,Normes Subjectives,NSUB2,3
107,Normes Subjectives,NSUB3,4
107,Normes Subjectives,NSUB4,4
107,Normes Subjectives,NSUB5,4
107,Conditions Facilitantes,CF1,4
107,Conditions Facilitantes,CF2,3
107,Conditions Facilitantes,CF3,1
107,Conditions Facilitantes,CF4,5
107,Conditions Facilitantes,CF5,5
107,Conditions Facilitantes,CF6,4
107,Conditions Facilitantes,CF7,4
107,Conditions Facilitantes,CF8,4
107,Attente Face Effort,AFE1,4
107,Attente Face Effort,AFE2,3
107,Attente Face Effort,AFE4,4
107,Attente Face Effort,AFE5,3
107,Attente Face Performance,APF1,4
107,Attente Face Performance,APF2,4
107,Attente Face Performance,APF3,4
107,Attente Face Performance,APF4,5
107,Attente Face Performance,APF5,5
107,Attente Face Performance,APF6,4
107,Image Esperee ID Pro,IEIP1,4
107,Image Esperee ID Pro,IEIP2,5
107,Image Esperee ID Pro,IEIP3,5
107,Image Esperee ID Pro,IEIP4,3
107,Motivation,MOT1,3
107,Motivation,MOT2,4
107,Motivation,MOT3,4
107,Motivation,MOT4,3
107,Motivation,MOT5,4
107,Motivation,MOT6,4
107,Motivation,MOT7,4
107,Motivation,MOT8,4
107,Motivation,MOT9,3
107,Intention Adoption,INTU1,4
108,Leadership,LDS2,5
108,Leadership,LDS3,5
108,Leadership,LDS4,5
108,Leadership,LDS5,4
108,Leadership,LDS6,3
108,Normes Subjectives,NSUB1,4
108,Normes Subjectives,NSUB2,1
108,Normes Subjectives,NSUB3,3
108,Normes Subjectives,NSUB4,3
108,Normes Subjectives,NSUB5,3
108,Conditions Facilitantes,CF1,4
108,Conditions Facilitantes,CF2,4
108,Conditions Facilitantes,CF3,2
108,Conditions Facilitantes,CF4,5
108,Conditions Facilitantes,CF5,4
108,Conditions Facilitantes,CF6,5
108,Conditions Facilitantes,CF7,5
108,Conditions Facilitantes,CF8,3
108,Attente Face Effort,AFE1,5
108,Attente Face Effort,AFE2,2
108,Attente Face Effort,AFE4,3
108,Attente Face Effort,AFE5,5
108,Attente Face Performance,APF1,3
108,Attente Face Performance,APF2,3
108,Attente Face Performance,APF3,5
108,Attente Face Performance,APF4,4
108,Attente Face Performance,APF5,4
108,Attente Face Performance,APF6,4
108,Image Esperee ID Pro,IEIP1,4
108,Image Esperee ID Pro,IEIP2,5
108,Image Esperee ID Pro,IEIP3,4
108,Image Esperee ID Pro,IEIP4,3
108,Motivation,MOT1,4
108,Motivation,MOT2,4
108,Motivation,MOT3,5
108,Motivation,MOT4,4
108,Motivation,MOT5,4
108,Motivation,MOT6,5
108,Motivation,MOT7,4
108,Motivation,MOT8,5
108,Motivation,MOT9,4
108,Intention Adoption,INTU1,3
109,Leadership,LDS2,2
109,Leadership,LDS3,2
109,Leadership,LDS4,2
109,Leadership,LDS5,3
109,Leadership,LDS6,3
109,Normes Subjectives,NSUB1,3
109,Normes Subjectives,NSUB2,3
109,Normes Subjectives,NSUB3,2
109,Normes Subjectives,NSUB4,2
109,Normes Subjectives,NSUB5,3
109,Conditions Facilitantes,CF1,3
109,Conditions Facilitantes,CF2,3
109,Conditions Facilitantes,CF3,3
109,Conditions Facilitantes,CF4,5
109,Conditions Facilitantes,CF5,4
109,Conditions Facilitantes,CF6,3
109,Conditions Facilitantes,CF7,3
109,Conditions Facilitantes,CF8,2
109,Attente Face Effort,AFE1,3
109,Attente Face Effort,AFE2,2
109,Attente Face Effort,AFE4,5
109,Attente Face Effort,AFE5,3
109,Attente Face Performance,APF1,2
109,Attente Face Performance,APF2,3
109,Attente Face Performance,APF3,3
109,Attente Face Performance,APF4,4
109,Attente Face Performance,APF5,3
109,Attente Face Performance,APF6,3
109,Image Esperee ID Pro,IEIP1,4
109,Image Esperee ID Pro,IEIP2,4
109,Image Esperee ID Pro,IEIP3,2
109,Image Esperee ID Pro,IEIP4,2
109,Motivation,MOT1,1
109,Motivation,MOT2,2
109,Motivation,MOT3,2
109,Motivation,MOT4,2
109,Motivation,MOT5,3
109,Motivation,MOT6,3
109,Motivation,MOT7,4
109,Motivation,MOT8,4
109,Motivation,MOT9,2
109,Intention Adoption,INTU1,2
110,Leadership,LDS2,2
110,Leadership,LDS3,3
110,Leadership,LDS4,3
110,Leadership,LDS5,2
110,Leadership,LDS6,1
110,Normes Subjectives,NSUB1,3
110,Normes Subjectives,NSUB2,3
110,Normes Subjectives,NSUB3,3
110,Normes Subjectives,NSUB4,2
110,Normes Subjectives,NSUB5,4
110,Conditions Facilitantes,CF1,4
110,Conditions Facilitantes,CF2,1
110,Conditions Facilitantes,CF3,1
110,Conditions Facilitantes,CF4,4
110,Conditions Facilitantes,CF5,4
110,Conditions Facilitantes,CF6,2
110,Conditions Facilitantes,CF7,4
110,Conditions Facilitantes,CF8,3
110,Attente Face Effort,AFE1,3
110,Attente Face Effort,AFE2,1
110,Attente Face Effort,AFE4,5
110,Attente Face Effort,AFE5,4
110,Attente Face Performance,APF1,3
110,Attente Face Performance,APF2,3
110,Attente Face Performance,APF3,4
110,Attente Face Performance,APF4,4
110,Attente Face Performance,APF5,4
110,Attente Face Performance,APF6,3
110,Image Esperee ID Pro,IEIP1,4
110,Image Esperee ID Pro,IEIP2,4
110,Image Esperee ID Pro,IEIP3,5
110,Image Esperee ID Pro,IEIP4,3
110,Motivation,MOT1,4
110,Motivation,MOT2,4
110,Motivation,MOT3,5
110,Motivation,MOT4,4
110,Motivation,MOT5,4
110,Motivation,MOT6,5
110,Motivation,MOT7,4
110,Motivation,MOT8,5
110,Motivation,MOT9,4
110,Intention Adoption,INTU1,4
111,Leadership,LDS2,4
111,Leadership,LDS3,3
111,Leadership,LDS4,3
111,Leadership,LDS5,4
111,Leadership,LDS6,1
111,Normes Subjectives,NSUB1,3
111,Normes Subjectives,NSUB2,2
111,Normes Subjectives,NSUB3,5
111,Normes Subjectives,NSUB4,4
111,Normes Subjectives,NSUB5,5
111,Conditions Facilitantes,CF1,5
111,Conditions Facilitantes,CF2,4
111,Conditions Facilitantes,CF3,2
111,Conditions Facilitantes,CF4,4
111,Conditions Facilitantes,CF5,5
111,Conditions Facilitantes,CF6,2
111,Conditions Facilitantes,CF7,3
111,Conditions Facilitantes,CF8,3
111,Attente Face Effort,AFE1,3
111,Attente Face Effort,AFE2,2
111,Attente Face Effort,AFE4,3
111,Attente Face Effort,AFE5,4
111,Attente Face Performance,APF1,3
111,Attente Face Performance,APF2,3
111,Attente Face Performance,APF3,3
111,Attente Face Performance,APF4,3
111,Attente Face Performance,APF5,3
111,Attente Face Performance,APF6,4
111,Image Esperee ID Pro,IEIP1,4
111,Image Esperee ID Pro,IEIP2,4
111,Image Esperee ID Pro,IEIP3,4
111,Image Esperee ID Pro,IEIP4,5
111,Motivation,MOT1,3
111,Motivation,MOT2,4
111,Motivation,MOT3,5
111,Motivation,MOT4,5
111,Motivation,MOT5,3
111,Motivation,MOT6,5
111,Motivation,MOT7,4
111,Motivation,MOT8,4
111,Motivation,MOT9,5
111,Intention Adoption,INTU1,4
112,Leadership,LDS2,2
112,Leadership,LDS3,3
112,Leadership,LDS4,1
112,Leadership,LDS5,3
112,Leadership,LDS6,3
112,Normes Subjectives,NSUB1,3
112,Normes Subjectives,NSUB2,3
112,Normes Subjectives,NSUB3,2
112,Normes Subjectives,NSUB4,1
112,Normes Subjectives,NSUB5,4
112,Conditions Facilitantes,CF1,3
112,Conditions Facilitantes,CF2,1
112,Conditions Facilitantes,CF3,2
112,Conditions Facilitantes,CF4,5
112,Conditions Facilitantes,CF5,5
112,Conditions Facilitantes,CF6,1
112,Conditions Facilitantes,CF7,5
112,Conditions Facilitantes,CF8,3
112,Attente Face Effort,AFE1,3
112,Attente Face Effort,AFE2,5
112,Attente Face Effort,AFE4,5
112,Attente Face Effort,AFE5,3
112,Attente Face Performance,APF1,3
112,Attente Face Performance,APF2,3
112,Attente Face Performance,APF3,5
112,Attente Face Performance,APF4,3
112,Attente Face Performance,APF5,5
112,Attente Face Performance,APF6,3
112,Image Esperee ID Pro,IEIP1,3
112,Image Esperee ID Pro,IEIP2,5
112,Image Esperee ID Pro,IEIP3,3
112,Image Esperee ID Pro,IEIP4,1
